   15.0000000      0.606624901    
   30.0000000       1.31915927    
   45.0000000       2.23794079    
   60.0000000       2.57067752    
   75.0000000       3.06147194    
   90.0000000       3.17521191    
   105.000000       2.71621990    
   120.000000       2.55521202    
   135.000000       2.00537181    
   150.000000       1.66122675    
   165.000000      0.873169243    
   180.000000     -0.128877386    
   195.000000     -0.788596749    
   210.000000      -1.60218716    
   225.000000      -2.17572522    
   240.000000      -2.78242493    
   255.000000      -3.08727360    
   270.000000      -3.11648655    
   285.000000      -2.71767974    
   300.000000      -2.78709698    
   315.000000      -2.20977879    
   330.000000      -1.32908857    
   345.000000     -0.589825869    
   360.000000      -3.76013517E-02
